"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"59639928","12/04/2023 06:43:03 AM","12/04/2023 09:12:39 AM","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic","Street/Sidewalk","11101","34-06 SKILLMAN AVENUE","SKILLMAN AVENUE","34 STREET","35 STREET","34 STREET","35 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","12/04/2023 09:12:43 AM","02 QUEENS","4002400001","QUEENS","1,003,617","211,408","MOBILE","Unspecified","QUEENS","Car",,,,,,,"40.74692149346","-73.93010464319","(40.74692149346308, -73.93010464318756)"
"59595314","11/30/2023 08:55:06 AM","12/06/2023 12:19:51 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","25-17 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","12/06/2023 12:19:54 PM","02 QUEENS",,"QUEENS","999,842","210,005","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74307807233","-73.94373183798","(40.74307807232693, -73.94373183798105)"
"59582970","11/29/2023 01:21:00 PM","11/30/2023 07:37:00 AM","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11101","47-32 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.","11/30/2023 12:00:00 PM","02 QUEENS","4000980030","QUEENS","1,000,388","210,045","PHONE","Unspecified","QUEENS",,,,,,,,"40.74318688281","-73.94176134645","(40.74318688281359, -73.94176134645025)"
"59592777","11/29/2023 11:24:18 AM","11/29/2023 12:41:46 PM","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","11/29/2023 12:41:49 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"59530267","11/23/2023 08:01:00 AM","11/29/2023 01:25:54 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","24-27 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","11/29/2023 01:25:58 PM","02 QUEENS",,"QUEENS","999,303","209,718","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74229126296","-73.9456776144","(40.7422912629554, -73.94567761440484)"
"59509468","11/20/2023 08:08:47 PM","01/05/2024 12:00:00 AM","DOB","Department of Buildings","General Construction/Plumbing","Building Permit - None",,"11101","32-00 SKILLMAN AVENUE","SKILLMAN AVENUE",,,,,"ADDRESS","LONG ISLAND CITY",,"N/A","Closed",,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","01/05/2024 12:00:00 AM","02 QUEENS","4002450009","QUEENS","1,002,784","211,185","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74631119972","-73.93311154725","(40.746311199718264, -73.93311154724692)"
"59502392","11/20/2023 10:45:09 AM","11/22/2023 09:21:09 AM","DSNY","Department of Sanitation","Dirty Condition","Trash","Street","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","11/22/2023 09:21:16 AM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"59473207","11/17/2023 07:52:21 AM","01/26/2024 11:58:13 AM","DOT","Department of Transportation","Broken Parking Meter","Coin or Card Did Not Register","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","35 STREET","39 STREET","35 STREET","39 STREET","BLOCKFACE",,,,"Closed",,"The Department of Transportation has completed the request or corrected the condition.","01/26/2024 11:58:17 AM","Unspecified QUEENS",,"QUEENS","1,004,500","211,675","PHONE","Unspecified","QUEENS",,,,,,,,"40.7476523632","-73.92691710036","(40.74765236319517, -73.9269171003613)"
"59467782","11/16/2023 05:19:59 PM","11/16/2023 05:49:37 PM","NYPD","New York City Police Department","Non-Emergency Police Matter","Trespassing","Park/Playground","11101","25-50 SKILLMAN AVENUE","SKILLMAN AVENUE","PEARSON PLACE","AUSTELL PLACE","PEARSON PLACE","AUSTELL PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","11/16/2023 05:49:41 PM","02 QUEENS",,"QUEENS","1,000,088","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341249465","-73.94284379006","(40.743412494652496, -73.94284379006494)"
"59444888","11/15/2023 10:12:40 AM","01/03/2024 02:56:38 PM","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.","01/03/2024 02:56:42 PM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,"30-02 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"59437196","11/15/2023 10:12:07 AM","11/15/2023 10:41:10 AM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","11/15/2023 10:41:16 AM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"59458803","11/15/2023 10:11:29 AM","12/29/2023 06:04:50 AM","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.","12/29/2023 06:04:53 AM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,"30-02 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"59437197","11/15/2023 10:10:53 AM","11/15/2023 11:46:10 AM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","11/15/2023 11:46:17 AM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"59329444","11/04/2023 08:55:43 AM","11/04/2023 02:13:52 PM","DHS","Department of Homeless Services","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.","11/04/2023 02:13:57 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","N/A","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"59328316","11/04/2023 08:55:43 AM","11/04/2023 09:31:28 AM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.","11/04/2023 09:31:32 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","N/A","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"59292226","11/01/2023 07:56:43 AM","11/02/2023 01:15:40 PM","DSNY","Department of Sanitation","Dirty Condition","Broken Glass","Sidewalk","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation cleaned the location.","11/02/2023 01:15:46 PM","02 QUEENS",,"QUEENS","1,001,514","210,793","ONLINE","Unspecified","QUEENS",,,,,,,,"40.7452378288","-73.93769593025","(40.74523782880471, -73.93769593025226)"
"59266210","10/29/2023 01:25:41 PM","11/01/2023 09:42:47 AM","DSNY","Department of Sanitation","Illegal Dumping","Chronic Dumping","Sidewalk","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation removed the items.","11/01/2023 09:42:51 AM","02 QUEENS",,"QUEENS","999,914","210,036","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"59262621","10/29/2023 01:22:13 PM",,"DHS","Department of Homeless Services","Homeless Person Assistance",,"Park/Playground","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The mobile outreach response team went to the location provided but could not find the individual that you reported.","10/31/2023 05:09:56 PM","02 QUEENS",,"QUEENS","999,914","210,036","MOBILE","N/A","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"59202219","10/23/2023 02:48:33 PM","10/23/2023 03:01:32 PM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and no Encampment was found.","10/23/2023 03:01:38 PM","02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"59181037","10/21/2023 11:23:47 PM","10/22/2023 12:34:43 AM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and no Encampment was found.","10/22/2023 12:34:51 AM","02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"59184147","10/21/2023 07:47:35 AM","10/21/2023 09:21:49 AM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and no Encampment was found.","10/21/2023 09:21:54 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"59177701","10/20/2023 06:55:31 AM","10/21/2023 12:53:48 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","10/21/2023 12:53:51 PM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"59151921","10/18/2023 12:05:00 PM","10/18/2023 02:45:00 PM","DEP","Department of Environmental Protection","Sewer","Sewer Backup (Use Comments) (SA)",,"11101","32-00 SKILLMAN AVENUE","SKILLMAN AVENUE","VAN DAM ST","32 PL",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.","10/18/2023 02:45:00 PM","02 QUEENS","4002450009","QUEENS","1,002,784","211,185","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74631119972","-73.93311154725","(40.746311199718264, -73.93311154724692)"
"59147472","10/17/2023 11:22:58 AM","10/18/2023 02:07:03 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Department of Sanitation cleaned the location.","10/18/2023 02:07:07 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","PHONE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"59125135","10/15/2023 05:39:26 PM","10/20/2023 11:59:15 AM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Department of Sanitation cleaned the location.","10/18/2023 02:07:44 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","PHONE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"59110154","10/13/2023 12:46:00 PM","10/20/2023 11:59:30 AM","DSNY","Department of Sanitation","Litter Basket Request","New Basket","Sidewalk","11101","AUSTELL PLACE","AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","AUSTELL PLACE","SKILLMAN AVENUE","INTERSECTION",,,,"Closed",,"The location does not meet the criteria for Litter Basket placement.","10/18/2023 02:09:26 PM","02 QUEENS",,"QUEENS","1,000,291","210,237","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74371405122","-73.94211094108","(40.743714051221914, -73.94211094108306)"
"59098166","10/12/2023 04:52:46 PM","10/18/2023 02:13:24 PM","DSNY","Department of Sanitation","Illegal Dumping","Chronic Dumping","Sidewalk","11101","26-32 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVENUE","27 STREET","47 AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","10/18/2023 05:11:05 AM","02 QUEENS","4000960010","QUEENS","1,000,544","210,363","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74405942712","-73.94119760501","(40.74405942712206, -73.94119760501418)"
"59040928","10/06/2023 11:57:00 AM","10/07/2023 06:24:00 AM","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11101","35-10 SKILLMAN AVENUE","SKILLMAN AVENUE","35 STREET","36 STREET",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.","10/07/2023 12:00:00 PM","02 QUEENS","4002180013","QUEENS","1,003,893","211,475","PHONE","Unspecified","QUEENS",,,,,,,,"40.74710478281","-73.92910836601","(40.747104782806026, -73.92910836601426)"
"59008975","10/03/2023 01:14:20 PM","10/03/2023 03:10:41 PM","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11101","38-16 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","10/03/2023 03:10:49 PM","02 QUEENS","4002150022","QUEENS","1,004,720","211,624","PHONE","Unspecified","QUEENS",,,,,,,,"40.74751187454","-73.92612326891","(40.74751187453697, -73.92612326890884)"
"59002118","10/03/2023 10:19:12 AM","10/17/2023 02:56:57 PM","DOT","Department of Transportation","Curb Condition","Broken Curb","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.","10/17/2023 02:57:02 PM","02 QUEENS","4001000001","QUEENS","999,323","209,722","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"58946648","09/28/2023 06:19:01 PM","09/28/2023 06:45:52 PM","NYPD","New York City Police Department","Illegal Parking","Blocked Bike Lane","Street/Sidewalk","11101","32-00 SKILLMAN AVENUE","SKILLMAN AVENUE","VAN DAM STREET","32 PLACE","VAN DAM STREET","32 PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","09/28/2023 06:45:55 PM","02 QUEENS",,"QUEENS","1,002,784","211,185","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74631119972","-73.93311154725","(40.746311199718264, -73.93311154724692)"
"58951934","09/28/2023 04:48:39 PM","09/30/2023 03:25:09 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation removed the items.","09/29/2023 01:03:48 PM","02 QUEENS",,"QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"58955735","09/28/2023 03:10:59 PM","09/30/2023 03:24:37 PM","DSNY","Department of Sanitation","Illegal Dumping","Chronic Dumping","Sidewalk","11101","47-09 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Department of Sanitation cleaned the location.","09/30/2023 11:00:07 AM","02 QUEENS",,"QUEENS","1,000,348","210,134","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74343123844","-73.941905485","(40.74343123843919, -73.94190548500099)"
"58924346","09/25/2023 08:09:56 AM","09/30/2023 03:24:24 PM","DSNY","Department of Sanitation","Litter Basket Request","New Basket","Sidewalk","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The location does not meet the criteria for Litter Basket placement.","09/30/2023 10:56:08 AM","02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"58904269","09/23/2023 09:18:15 AM",,"TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint - Non Passenger",,"11101","SKILLMAN AVENUE","SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","INTERSECTION",,,,"In Progress",,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.","10/19/2023 02:40:32 PM","02 QUEENS",,"QUEENS","1,001,514","210,793","MOBILE","Unspecified","QUEENS",,,"SKILLMAN AVENUE AND THOMSON AVENUE, QUEENS, NY, 11101",,,,,"40.7452378288","-73.93769593025","(40.74523782880471, -73.93769593025226)"
"58890231","09/21/2023 11:31:10 AM","09/21/2023 01:41:04 PM","DHS","Department of Homeless Services","Encampment","N/A","Street/Sidewalk","11101","38-11 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.","09/21/2023 01:41:09 PM","02 QUEENS","4002140001","QUEENS","1,004,711","211,631","MOBILE","Unspecified","QUEENS",,,,,,,,"40.7475311086","-73.92615572882","(40.747531108599645, -73.92615572881697)"
"58887612","09/21/2023 11:31:10 AM","09/21/2023 12:09:51 PM","NYPD","New York City Police Department","Encampment","N/A","Street/Sidewalk","11101","38-11 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.","09/21/2023 12:09:58 PM","02 QUEENS","4002140001","QUEENS","1,004,711","211,631","MOBILE","Unspecified","QUEENS",,,,,,,,"40.7475311086","-73.92615572882","(40.747531108599645, -73.92615572881697)"
"58846211","09/18/2023 02:13:56 PM","02/15/2024 11:15:16 AM","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint - Non Passenger",,"11101","38-11 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.","02/15/2024 11:15:13 AM","02 QUEENS","4002140001","QUEENS","1,004,711","211,631","MOBILE","Unspecified","QUEENS",,,"38-11 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.7475311086","-73.92615572882","(40.747531108599645, -73.92615572881697)"
"58846314","09/18/2023 09:45:20 AM","09/19/2023 12:40:35 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","26-16 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVENUE","27 STREET","47 AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","09/19/2023 12:40:39 PM","02 QUEENS","4000960008","QUEENS","1,000,499","210,340","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74399638068","-73.94136005821","(40.74399638068378, -73.94136005820874)"
"58838203","09/17/2023 11:08:17 PM","09/18/2023 12:59:50 AM","NYPD","New York City Police Department","Noise - Commercial","Loud Music/Party","Store/Commercial","11101","26-32 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVENUE","27 STREET","47 AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","09/18/2023 01:00:00 AM","02 QUEENS","4000960010","QUEENS","1,000,544","210,363","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74405942712","-73.94119760501","(40.74405942712206, -73.94119760501418)"
"58858932","09/15/2023 09:42:25 AM","09/19/2023 12:39:47 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","26-32 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVENUE","27 STREET","47 AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","09/19/2023 12:39:49 PM","02 QUEENS","4000960010","QUEENS","1,000,544","210,363","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74405942712","-73.94119760501","(40.74405942712206, -73.94119760501418)"
"58868586","09/15/2023 09:39:53 AM","09/19/2023 12:39:08 PM","DSNY","Department of Sanitation","Dirty Condition","Broken Glass","Sidewalk","11101","24-10 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","09/19/2023 12:38:47 PM","02 QUEENS",,"QUEENS","999,235","209,675","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74217335418","-73.94592310456","(40.74217335418024, -73.94592310455904)"
